Unique_Key|Record_Type|Borough|Block|Lot|Easement|Partial_Lot|Air_Rights|Subterranean_Rights|Property_Type|Street_number|Address|Unit
200900000006300000.00|L|1|877|13|N|E|N|N|SP|50|GRAMERCY PARK NORTH|15AB
200900000001500000.00|L|1|573|39|N|E|N|N|MP|30|FIFTH AVENUE|7G
200900000001500000.00|L|1|573|39|N|E|N|N|MP|30|FIFTH AVENUE|7H
201000000001800000.00|L|1|473|42|N|E|N|N|SP|182|LAFAYETTE STREET|4
201100000002346666.74|L|1|1232|1002|N|E|N|N|SP|255|WEST 84TH STREET|
201200000001895000.00|L|1|1129|39|N|E|N|N|SP|6|WEST 77TH STREET|
201200000005500000.00|L|1|1512|1|N|E|N|N|SP|983|PARK AVENUE|2C
201200000001798800.00|L|1|1508|27|N|E|N|N|SP|175|EAST 79TH STREET|3B
201300000002800000.00|L|1|880|80|N|P|N|N|SP|118|EAST 25TH STREET|3
201300000002900000.00|L|1|1360|1|N|E|N|N|SP|870|UNITED NATIONS PLAZA|22F
201300000001450000.00|L|1|1458|1202|N|E|N|N|SP|425|EAST 63RD STREET|
201300000001750000.00|L|1|566|18|N|E|N|N|SP|20|EAST 9TH STREET|12U
201400000003055000.00|L|1|1186|48|N|E|N|N|SP|54|RIVERSIDE DRIVE|12C
201400000000000000.00|L|1|1845|1305|N|E|N|N|SC|220|MANHATTAN AVENUE|7A
201400000000003388.89|L|1|1845|1305|N|E|N|N|SC|220|MANHATTAN AVENUE|7A
201400000000387875.00|L|1|1845|1305|N|E|N|N|SC|220|MANHATTAN AVENUE|7A
201400000000010578.76|L|1|1310|1569|N|E|N|N|SC|150|EAST 56TH STREET|
201400000000364608.00|L|1|1310|1569|N|E|N|N|SC|150|EAST 56TH STREET|
201400000000000000.00|L|1|1310|1569|N|E|N|N|SC|150|EAST 56TH STREET|
201500000001410000.00|L|1|91|1332|N|E|N|N|SC|111|FULTON STREET|808
201500000001128000.00|L|1|91|1332|N|E|N|N|SC|111|FULTON STREET|808
201400000000000000.00|L|1|91|1332|N|E|N|N|SC|111|FULTON STREET|808
201500000001319662.50|L|1|1710|39|N|E|N|N|D4|424|EAST 117 STREET|
201400000000000000.00|L|1|1710|39|N|E|N|N|D4|424|EAST 117 STREET|
201500000042845831.74|L|1|486|1201|N|E|N|N|CR|57|GREENE STREET|1
201500000042845831.74|L|1|486|1202|N|E|N|N|CR|57|GREENE STREET|2
201400000003000000.00|L|1|124|8|N|E|N|N|CR|19|PARK PLACE|
201400000006618941.45|L|1|124|8|N|E|N|N|CR|19|PARK PLACE|
201400000001466311.00|L|1|124|8|N|E|N|N|CR|19|PARK PLACE|
201500000001600000.00|L|1|518|38|N|E|N|N|SP|140|SULLIVAN STREET|3R
201500000001380000.00|L|1|1427|38|N|E|N|N|SP|210|EAST 73RD ST|3GH
201500000002360000.00|L|1|483|13|N|E|N|N|SP|514|BROADWAY|6G
201500000000600000.00|L|1|1125|2|N|E|N|N|SP|49|WEST 72ND STREET|12A
201500000000000000.00|L|1|1558|20|N|E|N|N|AP|333|EAST 95TH STREET|
201500000000000000.00|L|1|2024|134|N|E|N|N|F4|2374|ADAM C POWELL BLVD|
201500000000000000.00|L|1|2024|134|N|E|N|N|F4|2374|ADAM C POWELL BLVD|
201500000000520000.00|L|1|2179|440|N|E|N|N|SP|350|CABRINI BOULEVARD|5E
201500000000000000.00|L|1|860|12|N|E|N|N|CR|15-19|EAST 30TH STREET|
201500000000000000.00|L|1|860|63|N|E|N|N|CR|126|MADISON AVENUE|
201500000000000000.00|L|1|556|1|N|E|N|N|CR|85|FOURTH AVENUE|
201500000000000000.00|L|1|860|12|N|E|N|N|CR|15|EAST 30TH STREET|
201500000000000000.00|L|1|860|1107|N|E|N|N|SC|13|EAST 30TH STREET|
201500000000000000.00|L|1|860|9067|N|E|N|N|CR|132|MADISON AVENUE|
201500000102000000.00|L|1|860|12|N|E|N|N|CR|15|EAST 30TH STREET|
201500000000000000.00|L|1|860|63|N|E|N|N|CR|126|MADISON AVENUE|
201500000005000000.00|L|1|860|63|N|E|N|N|CR|126|MADISON AVENUE|
201500000000000000.00|L|1|860|12|N|E|N|N|CR|15-19|EAST 30TH STREET|
201500000000000000.00|L|1|860|63|N|E|N|N|CR|126|MADISON AVENUE|
201500000000000000.00|L|1|860|12|N|E|N|N|CR|15-19|EAST 30TH STREET|
201500000000000000.00|L|1|860|63|N|E|N|N|CR|126|MADISON AVENUE|
201500000000000000.00|L|1|860|69|N|E|N|N|CR|22|EAST 31ST STREET|
201500000005000000.00|L|1|860|69|N|E|N|N|CR|22|EAST 31ST STREET|
201500000003000000.00|L|1|860|1107|N|E|N|N|SC|13|EAST 30TH STREET|
201500000007000000.00|L|1|860|9067|N|E|N|N|CR|132|MADISON AVENUE|
201500000100000000.00|L|1|860|10|N|E|N|N|CR|11|EAST 30TH STREET|
201500000100000000.00|L|1|860|12|N|E|N|N|CR|15|EAST 30TH STREET|
201500000100000000.00|L|1|860|63|N|E|N|N|CR|126|MADISON AVENUE|
201500000100000000.00|L|1|860|69|N|E|N|N|CR|22|EAST 31ST STREET|
201500000100000000.00|L|1|860|1107|N|E|N|N|SC|13|EAST 30TH STREET|
201500000100000000.00|L|1|860|9067|N|E|N|N|CR|132|MADISON AVENUE|
201500000100000000.00|L|1|860|10|N|E|N|N|CR|11|EAST 30TH STREET|
201500000100000000.00|L|1|860|12|N|E|N|N|CR|15|EAST 30TH STREET|
201500000100000000.00|L|1|860|63|N|E|N|N|CR|126|MADISON AVENUE|
201500000100000000.00|L|1|860|69|N|E|N|N|CR|22|EAST 31ST STREET|
201500000100000000.00|L|1|860|1107|N|E|N|N|SC|13|EAST 30TH STREET|
201500000100000000.00|L|1|860|9067|N|E|N|N|CR|132|MADISON AVENUE|
201500000000000000.00|L|1|860|1107|N|E|N|N|SC|13|EAST 30TH STREET|
201500000000000000.00|L|1|27|1056|N|E|N|N|SC|55|WALL STREET|716
201500000000000000.00|L|1|27|1056|N|E|N|N|SC|55|WALL STREET|716
201500000001075000.00|L|1|27|1056|N|E|N|N|SC|55|WALL STREET|716
201500000000000000.00|L|1|27|1056|N|E|N|N|SC|55|WALL STREET|716
201500000000999000.00|L|1|1569|16|N|E|N|N|SP|1725|YORK AVENUE|29E
201500000000000000.00|L|1|18|1110|N|E|N|N|SC|88|GREENWICH ST|623
201500000000000000.00|L|1|172|1545|N|E|N|N|CC|50|FRANKLIN STREET|P1
201500000000160374.38|L|1|172|1545|N|E|N|N|CC|50|FRANKLIN STREET|P1
201500000000000000.00|L|1|172|1545|N|E|N|N|CC|50|FRANKLIN STREET|P1
201500000000000000.00|L|1|172|1545|N|E|N|N|CC|50|FRANKLIN STREET|P1
201500000000000000.00|L|1|701|11|N|E|N|N|CR|529|WEST 29TH STREET|
201500000000000000.00|L|1|701|16|N|E|N|N|VN|520|WEST 30TH STREET|
201400000000000000.00|L|1|1250|102|N|E|N|N|D1|304|WEST 90TH STREET|
201400000000000000.00|L|1|849|63|N|E|N|N|CR|912|BROADWAY|
201400000000000000.00|L|1|849|63|N|E|N|N|CR|912|BROADWAY|
201500000000680000.00|L|1|721|1008|N|E|N|N|SP|410|WEST 24TH STREET|16A
201500000005345812.50|L|1|601|1073|N|E|N|N|SC|421|HUDSON STREET|423
201500000000000000.00|L|1|601|1073|N|E|N|N|SC|421|HUDSON STREET|423
201500000003750000.00|L|1|601|1073|N|E|N|N|SC|421|HUDSON STREET|423
201500000000000000.00|L|1|16|7270|N|E|N|N|SC|99|BATTERY PLACE|5-P
020100000001131830.19|L|1|276|1203|N|E|N|N|CR|31|MONROE STREET|CF2
020100000001131830.19|L|1|276|1204|N|E|N|N|CR|31|MONROE STREET|CF3
020100000001131830.19|L|1|276|1205|N|E|N|N|CR|31|MONROE STREET|CF4
020100000001131830.19|L|1|276|1207|N|E|N|N|CR|31|MONROE STREET|CF6
201500000004850000.00|L|1|801|49|N|E|N|N|CR|110|WEST 26TH STREET|
201500000000000000.00|L|1|16|2244|N|E|N|N|SC|250|SOUTH END AVENUE|7B
201500000000481000.00|L|1|1148|53|N|E|N|N|SP|152|WEST 77TH STREET|6
201500000000000000.00|L|1|16|6043|N|E|N|N|SC|21|SOUTH END AVENUE|340
201500000001250000.00|L|1|608|53|N|E|N|N|SP|125|WEST 12TH STREET|6F
201500000000000000.00|L|1|447|3|N|E|N|N|AP|92-94|2 AVENUE|
201500000000000000.00|L|1|439|6|N|E|N|N|AP|192|FIRST AVENUE|
201500000000000000.00|L|1|439|7|N|E|N|N|AP|194|FIRST AVENUE|
201500000014000000.00|L|1|439|6|N|E|N|N|AP|192|FIRST AVENUE|
201500000014000000.00|L|1|439|7|N|E|N|N|AP|194|FIRST AVENUE|
201500000014000000.00|L|1|447|3|N|E|N|N|AP|92|2 AVENUE|
201500000014000000.00|L|1|439|6|N|E|N|N|AP|192|FIRST AVENUE|
201500000014000000.00|L|1|439|7|N|E|N|N|AP|194|FIRST AVENUE|
201500000014000000.00|L|1|447|3|N|E|N|N|AP|92|2 AVENUE|
201500000000000000.00|L|1|2170|356|N|E|N|N|AP|96|WADSWORTH TERRACE|
201500000000765757.44|L|1|2170|356|N|E|N|N|AP|96|WADSWORTH TERRACE|
201500000003800000.00|L|1|2170|356|N|E|N|N|AP|96|WADSWORTH TERRACE|
201500000003800000.00|L|1|2170|356|N|E|N|N|AP|96|WADSWORTH TERRACE|
201500000000421631.24|L|1|525|7|N|E|N|N|AP|183|SULLIVAN STREET|
201500000000421631.24|L|1|525|16|N|E|N|N|AP|183|THOMPSON STREET|
201500000005600000.00|L|1|525|7|N|E|N|N|AP|183|SULLIVAN STREET|
201500000005600000.00|L|1|525|16|N|E|N|N|AP|183|THOMPSON STREET|
201500000005600000.00|L|1|525|7|N|E|N|N|AP|183|SULLIVAN STREET|
201500000005600000.00|L|1|525|16|N|E|N|N|AP|183|THOMPSON STREET|
201500000000000000.00|L|1|525|7|N|E|N|N|AP|183|SULLIVAN STREET|
201500000000000000.00|L|1|525|16|N|E|N|N|AP|183|THOMPSON STREET|
201400000000000000.00|L|1|2031|18|N|E|N|N|CR|223|WEST 145 STREET|
201400000000000000.00|L|1|2032|43|N|E|N|N|AP|210|WEST 147TH STREET|
201400000000000000.00|L|1|2036|61|N|E|N|N|CR|2840-2044|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2036|61|N|E|N|N|CR|33-39|MACOMBS PLACE|
201400000000000000.00|L|1|2045|96|N|E|N|N|CR|2817|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2045|97|N|E|N|N|AP|302|WEST 150TH STREET|
201400000000000000.00|L|1|2045|98|N|E|N|N|VN|304-306|WEST 150TH STREET|
201400000000000000.00|L|1|2045|100|N|E|N|N|AP|308-310|WEST 150TH STREET|
201400000000000000.00|L|1|2046|7|N|E|N|N|CR|301-303|WEST 150TH STREET|
201400000000000000.00|L|1|2046|56|N|E|N|N|AP|303|WEST 152ND STREET|
201400000000000000.00|L|1|2046|63|N|E|N|N|CR|220|BRADHURST AVENUE|
201400000000000000.00|L|1|2046|63|N|E|N|N|CR|2855|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2046|63|N|E|N|N|CR|2859|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2046|63|N|E|N|N|CR|2859|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2026|20|N|E|N|N|AP|215|WEST 140 STREET|
201400000000000000.00|L|1|2026|22|N|E|N|N|AP|213|WEST 140 STREET|
201400000000000000.00|L|1|2026|23|N|E|N|N|AP|211|WEST 140 STREET|
201400000000000000.00|L|1|2026|24|N|E|N|N|VN|209|WEST 140 STREET|
201400000000000000.00|L|1|2026|25|N|E|N|N|VN|207|WEST 140 STREET|
201400000000000000.00|L|1|2026|26|N|E|N|N|AP|205|WEST 140 STREET|
201400000000000000.00|L|1|2026|27|N|E|N|N|AP|203|WEST 140 STREET|
201400000000000000.00|L|1|2026|29|N|E|N|N|CR|2400|ADAM CLAYTON POWELL JR BLVD|
201400000000000000.00|L|1|1718|69|N|E|N|N|CR|196-198|LENOX AVENUE|
201400000000000000.00|L|1|1903|29|N|E|N|N|CR|101|WEST 118 STREET|
201400000000000000.00|L|1|1904|33|N|E|N|N|CR|191-193|LENOX AVENUE|
201400000000000000.00|L|1|1904|59|N|E|N|N|AP|166|WEST 120 STREET|
201400000000000000.00|L|1|1906|64|N|E|N|N|CR|2031-2033|7TH AVENUE|
201400000000000000.00|L|1|2026|29|N|E|N|N|AP|2400|SEVENTH AVENUE|
201400000000000000.00|L|1|2046|7|N|E|N|N|CR|301|WEST 150TH STREET|
201400000000000000.00|L|1|2045|96|N|E|N|N|AP|2815|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2045|96|N|E|N|N|CR|2817|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2045|97|N|E|N|N|AP|302|WEST 150 STREET|
201400000000000000.00|L|1|2045|98|N|E|N|N|VN|304-306|WEST 150 STREET|
201400000000000000.00|L|1|2045|100|N|E|N|N|AP|308-310|WEST 150TH STREET|
201400000000000000.00|L|1|2032|43|N|E|N|N|AP|210|WEST 147 STREET|
201400000000000000.00|L|1|1718|69|N|E|N|N|CR|196-198|LENOX AVENUE|
201400000000000000.00|L|1|1903|29|N|E|N|N|CR|161|LENOX AVENUE|
201400000000000000.00|L|1|1904|33|N|E|N|N|CR|191|LENOX AVENUE|
201400000000000000.00|L|1|1904|59|N|E|N|N|AP|166|WEST 120 STREET|
201400000000000000.00|L|1|1906|64|N|E|N|N|CR|2031|SEVENTH AVENUE|
201400000000000000.00|L|1|2026|20|N|E|N|N|AP|215|WEST 140 STREET|
201400000000000000.00|L|1|2026|22|N|E|N|N|AP|213|WEST 140 STREET|
201400000000000000.00|L|1|2026|23|N|E|N|N|AP|211|WEST 140 STREET|
201400000000000000.00|L|1|2026|24|N|E|N|N|VN|209|WEST 140 STREET|
201400000000000000.00|L|1|2026|25|N|E|N|N|VN|207|WEST 140 STREET|
201400000000000000.00|L|1|2026|26|N|E|N|N|AP|205|WEST 140 STREET|
201400000000000000.00|L|1|2026|27|N|E|N|N|AP|203|WEST 140 STREET|
201400000000000000.00|L|1|2026|29|N|E|N|N|CR|2400|ADAM C POWELL BLVD|
201400000000000000.00|L|1|2031|18|N|E|N|N|CR|223|WEST 145 STREET|
201400000000000000.00|L|1|2032|43|N|E|N|N|AP|210|WEST 147 STREET|
201400000000000000.00|L|1|2036|61|N|E|N|N|CR|2844|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2036|61|N|E|N|N|CR|33-39|MACOMBS PLACE|
201400000000000000.00|L|1|2045|96|N|E|N|N|AP|2815|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2045|96|N|E|N|N|AP|2817|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2045|97|N|E|N|N|AP|302|WEST 150 STREET|
201400000000000000.00|L|1|2045|98|N|E|N|N|VN|304-306|WEST 150TH STREET|
201400000000000000.00|L|1|2045|100|N|E|N|N|AP|308-310|WEST 150TH STREET|
201400000000000000.00|L|1|2046|7|N|E|N|N|CR|301|WEST 150TH STREET|
201400000000000000.00|L|1|2046|63|N|E|N|N|CR|220|BRADHURST AVENUE|
201400000000000000.00|L|1|1718|69|N|E|N|N|CR|196-198|LENOX AVENUE|
201400000000000000.00|L|1|1903|29|N|E|N|N|CR|161|LENOX AVENUE|
201400000000000000.00|L|1|1904|33|N|E|N|N|CR|191|LENOX AVENUE|
201400000000000000.00|L|1|1904|59|N|E|N|N|AP|166|WEST 120 STREET|
201400000000000000.00|L|1|1906|64|N|E|N|N|CR|2031|SEVENTH AVENUE|
201400000000000000.00|L|1|2026|20|N|E|N|N|AP|215|WEST 140 STREET|
201400000000000000.00|L|1|2026|22|N|E|N|N|AP|213|WEST 140 STREET|
201400000000000000.00|L|1|2026|23|N|E|N|N|AP|211|WEST 140 STREET|
201400000000000000.00|L|1|2026|26|N|E|N|N|AP|205|WEST 140 STREET|
201400000000000000.00|L|1|2026|27|N|E|N|N|AP|203|WEST 140 STREET|
201400000000000000.00|L|1|2026|29|N|E|N|N|CR|2400|ADAM C POWELL BLVD|
201400000000000000.00|L|1|2031|18|N|E|N|N|CR|223|WEST 145 STREET|
201400000000000000.00|L|1|2032|43|N|E|N|N|AP|210|WEST 147 STREET|
201400000000000000.00|L|1|2036|61|N|E|N|N|CR|33-39|MACOMBS PLACE|
201400000000000000.00|L|1|2045|96|N|E|N|N|AP|2817|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2045|97|N|E|N|N|AP|302|WEST 150 STREET|
201400000000000000.00|L|1|2045|100|N|E|N|N|AP|308-310|WEST 150TH STREET|
201400000000000000.00|L|1|2046|7|N|E|N|N|CR|301|WEST 150TH STREET|
201400000000000000.00|L|1|2046|63|N|E|N|N|CR|220|BRADHURST AVENUE|
201400000000000000.00|L|1|1718|69|N|E|N|N|CR|86|WEST 120TH STREET|
201400000000000000.00|L|1|1903|29|N|E|N|N|CR|101|WEST 118 STREET|
201400000000000000.00|L|1|1904|33|N|E|N|N|CR|191|LENOX AVENUE|
201400000000000000.00|L|1|1904|59|N|E|N|N|AP|166|WEST 120 STREET|
201400000000000000.00|L|1|1906|64|N|E|N|N|CR|2031|SEVENTH AVENUE|
201400000000000000.00|L|1|2026|20|N|E|N|N|AP|215|WEST 140 STREET|
201400000000000000.00|L|1|2026|22|N|E|N|N|AP|213|WEST 140 STREET|
201400000000000000.00|L|1|2026|23|N|E|N|N|AP|211|WEST 140 STREET|
201400000000000000.00|L|1|2026|24|N|E|N|N|VN|209|WEST 140 STREET|
201400000000000000.00|L|1|2026|25|N|E|N|N|VN|207|WEST 140 STREET|
201400000000000000.00|L|1|2026|26|N|E|N|N|AP|205|WEST 140 STREET|
201400000000000000.00|L|1|2026|27|N|E|N|N|AP|203|WEST 140 STREET|
201400000000000000.00|L|1|2026|29|N|E|N|N|CR|2400|SEVENTH AVENUE|
201400000000000000.00|L|1|2031|18|N|E|N|N|CR|223|WEST 145 STREET|
201400000000000000.00|L|1|2032|43|N|E|N|N|AP|210|WEST 147 STREET|
201400000000000000.00|L|1|2036|61|N|E|N|N|CR|2844|EIGHTH AVENUE|
201400000000000000.00|L|1|2036|61|N|E|N|N|CR|2844|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2036|61|N|E|N|N|CR|33-39|MACOMBS PLACE|
201400000000000000.00|L|1|2045|96|N|E|N|N|AP|2815-2817|FREDERICK DOUGLASS BLVD|
201400000000000000.00|L|1|2045|97|N|E|N|N|AP|302|WEST 150 STREET|
201400000000000000.00|L|1|2045|98|N|E|N|N|VN|304|WEST 150TH STREET|
201400000000000000.00|L|1|2045|100|N|E|N|N|AP|308-310|WEST 150TH STREET|
201400000000000000.00|L|1|2046|7|N|E|N|N|CR|301-303|WEST 150TH STREET|
201400000000000000.00|L|1|2046|63|N|E|N|N|CR|220|BRADHURST AVENUE|
201400000000000000.00|L|1|2046|63|N|E|N|N|CR|2855|EIGHTH AVENUE|
201400000001613937.00|L|1|1718|69|N|E|N|N|CR|84-86|WEST 120TH STREET|
201400000001613937.00|L|1|1903|29|N|E|N|N|CR|101|WEST 118 STREET|
201400000001613937.00|L|1|1904|33|N|E|N|N|CR|191|LENOX AVENUE|
201400000001613937.00|L|1|1904|59|N|E|N|N|AP|166|WEST 120 STREET|
201400000001613937.00|L|1|1906|64|N|E|N|N|CR|2031-33|ADAM CLAYTON POWELL JR BLVD|
201400000001613937.00|L|1|2026|20|N|E|N|N|AP|215|WEST 140 STREET|
201400000001613937.00|L|1|2026|22|N|E|N|N|AP|213|WEST 140 STREET|
201400000001613937.00|L|1|2026|23|N|E|N|N|AP|211|WEST 140 STREET|
201400000001613937.00|L|1|2026|26|N|E|N|N|AP|205|WEST 140 STREET|
201400000001613937.00|L|1|2026|27|N|E|N|N|AP|203|WEST 140 STREET|
201400000001613937.00|L|1|2026|29|N|E|N|N|CR|2400|ADAM CLAYTON POWELL JR BLVD|
201400000001613937.00|L|1|2031|18|N|E|N|N|CR|223|WEST 145 STREET|
201400000001613937.00|L|1|2032|43|N|E|N|N|AP|210|WEST 147 STREET|
201400000001613937.00|L|1|2036|61|N|E|N|N|CR|2840-2861|FREDERICK DOUGLASS BLVD|
201400000001613937.00|L|1|2045|96|N|E|N|N|AP|300|WEST 150TH STREET|
201400000001613937.00|L|1|2045|97|N|E|N|N|AP|302|WEST 150 STREET|
201400000001613937.00|L|1|2045|100|N|E|N|N|AP|308-310|WEST 150TH STREET|
201400000001613937.00|L|1|2046|7|N|E|N|N|CR|301-303|WEST 150TH STREET|
201400000001613937.00|L|1|2046|63|N|E|N|N|CR|220|BRADHURST AVENUE|
201400000001613937.00|L|1|1718|69|N|E|N|N|CR|84-86|WEST 120TH STREET|
201400000001613937.00|L|1|1903|29|N|E|N|N|CR|101|WEST 118 STREET|
201400000001613937.00|L|1|1904|33|N|E|N|N|CR|191|LENOX AVENUE|
201400000001613937.00|L|1|1904|59|N|E|N|N|AP|166|WEST 120 STREET|
201400000001613937.00|L|1|1906|64|N|E|N|N|CR|2031-33|ADAM CLAYTON POWELL JR BLVD|
201400000001613937.00|L|1|2026|20|N|E|N|N|AP|215|WEST 140 STREET|
201400000001613937.00|L|1|2026|22|N|E|N|N|AP|213|WEST 140 STREET|
201400000001613937.00|L|1|2026|23|N|E|N|N|AP|211|WEST 140 STREET|
201400000001613937.00|L|1|2026|26|N|E|N|N|AP|205|WEST 140 STREET|
201400000001613937.00|L|1|2026|27|N|E|N|N|AP|203|WEST 140 STREET|
201400000001613937.00|L|1|2026|29|N|E|N|N|CR|2400|ADAM CLAYTON POWELL JR BLVD|
201400000001613937.00|L|1|2031|18|N|E|N|N|CR|223|WEST 145 STREET|
201400000001613937.00|L|1|2032|43|N|E|N|N|AP|210|WEST 147 STREET|
201400000001613937.00|L|1|2036|61|N|E|N|N|CR|2840-2861|FREDERICK DOUGLASS BLVD|
201400000001613937.00|L|1|2045|96|N|E|N|N|AP|300|WEST 150TH STREET|
201400000001613937.00|L|1|2045|97|N|E|N|N|AP|302|WEST 150 STREET|
201400000001613937.00|L|1|2045|100|N|E|N|N|AP|308-310|WEST 150TH STREET|
201400000001613937.00|L|1|2046|7|N|E|N|N|CR|301-303|WEST 150TH STREET|
201400000001613937.00|L|1|2046|63|N|E|N|N|CR|220|BRADHURST AVENUE|
201400000018027204.00|L|1|1718|69|N|E|N|N|CR|84-86|WEST 120TH STREET|
201400000018027204.00|L|1|1903|29|N|E|N|N|CR|101|WEST 118 STREET|
201400000018027204.00|L|1|1904|33|N|E|N|N|CR|191|LENOX AVENUE|
201400000018027204.00|L|1|1904|59|N|E|N|N|AP|166|WEST 120 STREET|
201400000018027204.00|L|1|1906|64|N|E|N|N|CR|2031-33|ADAM CLAYTON POWELL JR BLVD|
201400000018027204.00|L|1|2026|20|N|E|N|N|AP|215|WEST 140 STREET|
201400000018027204.00|L|1|2026|22|N|E|N|N|AP|213|WEST 140 STREET|
201400000018027204.00|L|1|2026|23|N|E|N|N|AP|211|WEST 140 STREET|
201400000018027204.00|L|1|2026|26|N|E|N|N|AP|205|WEST 140 STREET|
201400000018027204.00|L|1|2026|27|N|E|N|N|AP|203|WEST 140 STREET|
201400000018027204.00|L|1|2026|29|N|E|N|N|CR|2400|ADAM CLAYTON POWELL JR BLVD|
201400000018027204.00|L|1|2031|18|N|E|N|N|CR|223|WEST 145 STREET|
201400000018027204.00|L|1|2032|43|N|E|N|N|AP|210|WEST 147 STREET|
201400000018027204.00|L|1|2036|61|N|E|N|N|CR|2840-2861|FREDERICK DOUGLASS BLVD|
201400000018027204.00|L|1|2045|96|N|E|N|N|AP|300|WEST 150TH STREET|
201400000018027204.00|L|1|2045|97|N|E|N|N|AP|302|WEST 150 STREET|
201400000018027204.00|L|1|2045|100|N|E|N|N|AP|308-310|WEST 150TH STREET|
201400000018027204.00|L|1|2046|7|N|E|N|N|CR|301-303|WEST 150TH STREET|
201400000018027204.00|L|1|2046|63|N|E|N|N|CR|220|BRADHURST AVENUE|
201400000018027204.00|L|1|1718|69|N|E|N|N|CR|84-86|WEST 120TH STREET|
201400000018027204.00|L|1|1903|29|N|E|N|N|CR|101|WEST 118 STREET|
201400000018027204.00|L|1|1904|33|N|E|N|N|CR|191|LENOX AVENUE|
201400000018027204.00|L|1|1904|59|N|E|N|N|AP|166|WEST 120 STREET|
201400000018027204.00|L|1|1906|64|N|E|N|N|CR|2031-33|ADAM CLAYTON POWELL JR BLVD|
201400000018027204.00|L|1|2026|20|N|E|N|N|AP|215|WEST 140 STREET|
201400000018027204.00|L|1|2026|22|N|E|N|N|AP|213|WEST 140 STREET|
201400000018027204.00|L|1|2026|23|N|E|N|N|AP|211|WEST 140 STREET|
201400000018027204.00|L|1|2026|26|N|E|N|N|AP|205|WEST 140 STREET|
201400000018027204.00|L|1|2026|27|N|E|N|N|AP|203|WEST 140 STREET|
201400000018027204.00|L|1|2026|29|N|E|N|N|CR|2400|ADAM CLAYTON POWELL JR BLVD|
201400000018027204.00|L|1|2031|18|N|E|N|N|CR|223|WEST 145 STREET|
201400000018027204.00|L|1|2032|43|N|E|N|N|AP|210|WEST 147 STREET|
201400000018027204.00|L|1|2036|61|N|E|N|N|CR|2840-2861|FREDERICK DOUGLASS BLVD|
201400000018027204.00|L|1|2045|96|N|E|N|N|AP|300|WEST 150TH STREET|
201400000018027204.00|L|1|2045|97|N|E|N|N|AP|302|WEST 150 STREET|
201400000018027204.00|L|1|2045|100|N|E|N|N|AP|308-310|WEST 150TH STREET|
201400000018027204.00|L|1|2046|7|N|E|N|N|CR|301-303|WEST 150TH STREET|
201400000018027204.00|L|1|2046|63|N|E|N|N|CR|220|BRADHURST AVENUE|
201400000003438859.00|L|1|1718|69|N|E|N|N|CR|84-86|WEST 120TH STREET|
201400000003438859.00|L|1|1903|29|N|E|N|N|CR|101|WEST 118 STREET|
201400000003438859.00|L|1|1904|33|N|E|N|N|CR|191|LENOX AVENUE|
201400000003438859.00|L|1|1904|59|N|E|N|N|AP|166|WEST 120 STREET|
201400000003438859.00|L|1|1906|64|N|E|N|N|CR|2031-33|ADAM CLAYTON POWELL JR BLVD|
201400000003438859.00|L|1|2026|20|N|E|N|N|AP|215|WEST 140 STREET|
201400000003438859.00|L|1|2026|22|N|E|N|N|AP|213|WEST 140 STREET|
201400000003438859.00|L|1|2026|23|N|E|N|N|AP|211|WEST 140 STREET|
201400000003438859.00|L|1|2026|26|N|E|N|N|AP|205|WEST 140 STREET|
201400000003438859.00|L|1|2026|27|N|E|N|N|AP|203|WEST 140 STREET|
201400000003438859.00|L|1|2026|29|N|E|N|N|CR|2400|ADAM CLAYTON POWELL JR BLVD|
201400000003438859.00|L|1|2031|18|N|E|N|N|CR|223|WEST 145 STREET|
201400000003438859.00|L|1|2032|43|N|E|N|N|AP|210|WEST 147 STREET|
201400000003438859.00|L|1|2036|61|N|E|N|N|CR|2840-2861|FREDERICK DOUGLASS BLVD|
201400000003438859.00|L|1|2045|96|N|E|N|N|AP|300|WEST 150TH STREET|
201400000003438859.00|L|1|2045|97|N|E|N|N|AP|302|WEST 150 STREET|
201400000003438859.00|L|1|2045|100|N|E|N|N|AP|308-310|WEST 150TH STREET|
201400000003438859.00|L|1|2046|7|N|E|N|N|CR|301-303|WEST 150TH STREET|
201400000003438859.00|L|1|2046|63|N|E|N|N|CR|220|BRADHURST AVENUE|
201400000003438859.00|L|1|1718|69|N|E|N|N|CR|84-86|WEST 120TH STREET|
201400000003438859.00|L|1|1903|29|N|E|N|N|CR|101|WEST 118 STREET|
